0.715829133987427,0.844263851642608,-1.41289569910441E-06,0.595249593257904,0.734318733215332,-0.047656651586294,0.51973295211792,0.512703657150269,-0.062775902450085,0.513380944728851,0.323323518037796,-0.080636911094189,0.528675198554993,0.182213306427002,-0.084588304162026,0.59873354434967,0.338619560003281,0.012834127992392,0.602321326732636,0.199858069419861,-0.065439745783806,0.597311019897461,0.369391649961472,-0.105170488357544,0.604678750038147,0.478998601436615,-0.117777362465858,0.685218930244446,0.354835122823715,0.004939867183566,0.680437207221985,0.20328763127327,-0.07922276109457,0.664795160293579,0.410286635160446,-0.092600621283054,0.676390051841736,0.50777405500412,-0.075597546994686,0.767227411270142,0.399371564388275,-0.018899979069829,0.772761821746826,0.258638322353363,-0.105972915887833,0.738002121448517,0.463364779949188,-0.075148530304432,0.731848001480103,0.566293835639954,-0.026110000908375,0.846078634262085,0.465270102024078,-0.047613255679607,0.843120515346527,0.366652876138687,-0.099133789539337,0.797483444213867,0.500350892543793,-0.072034545242787,0.778664469718933,0.575807273387909,-0.034580405801535,A
0.669765114784241,0.817585110664368,-1.58148657192214E-06,0.549302697181702,0.698914885520935,-0.004749489016831,0.493326902389526,0.496803164482117,-0.007513249758631,0.513727128505707,0.337308347225189,-0.022852990776301,0.544279932975769,0.220081880688667,-0.032437972724438,0.568954288959503,0.34263950586319,0.038599994033575,0.527998089790344,0.203844308853149,-0.02496805600822,0.508700847625732,0.334371447563171,-0.057707246392965,0.524042546749115,0.439089775085449,-0.066506683826447,0.635119199752808,0.351213872432709,0.014848829247058,0.581140518188477,0.218516066670418,-0.056693162769079,0.565659165382385,0.385879218578339,-0.070421189069748,0.590150415897369,0.491472363471985,-0.055577326565981,0.706138730049133,0.376760512590408,-0.019876150414348,0.64052015542984,0.274678945541382,-0.091147050261498,0.626850724220276,0.453778117895126,-0.07064413279295,0.650599122047424,0.556792318820953,-0.033020608127117,0.780381083488464,0.422153979539871,-0.055996429175139,0.69907283782959,0.336207389831543,-0.098722115159035,0.677647829055786,0.467613995075226,-0.07743214070797,0.700330555438995,0.550244808197022,-0.04647046327591,A
0.830295622348785,0.701231718063355,-1.20946197057492E-06,0.705261707305908,0.692627787590027,-0.064571544528008,0.588136434555054,0.52934718132019,-0.084881082177162,0.545680582523346,0.357308238744736,-0.101295009255409,0.533973753452301,0.226257830858231,-0.104623824357986,0.611739873886108,0.334923267364502,-0.015219272114337,0.615180909633637,0.218756332993507,-0.097478672862053,0.648670017719269,0.367573022842407,-0.134555399417877,0.665759563446045,0.461735755205154,-0.144892245531082,0.700906276702881,0.315687566995621,-0.016138333827257,0.698723793029785,0.176673471927643,-0.107179827988148,0.722895085811615,0.375658601522446,-0.122257709503174,0.727417647838593,0.457840889692306,-0.105400152504444,0.784817755222321,0.320235997438431,-0.03330510482192,0.798948466777802,0.207479283213615,-0.128099948167801,0.801506757736206,0.4023317694664,-0.107192240655422,0.786679446697235,0.475977540016174,-0.06503189355135,0.8689284324646,0.340564638376236,-0.055427301675081,0.882961690425873,0.269362479448318,-0.113484062254429,0.874365091323852,0.408121645450592,-0.094201058149338,0.849957048892975,0.470376700162888,-0.062856130301952,A
0.792856931686401,0.688583850860596,-1.19168532819458E-06,0.685042679309845,0.651712417602539,-0.103525914251804,0.620564758777618,0.427609354257584,-0.135268554091454,0.641777753829956,0.218228504061699,-0.154027581214905,0.674422204494476,0.071034044027329,-0.155802369117737,0.694304585456848,0.205630302429199,-0.042405493557453,0.769734859466553,0.11798195540905,-0.144253715872765,0.757698953151703,0.279091775417328,-0.190748244524002,0.732933044433594,0.374550640583038,-0.204130038619041,0.784932792186737,0.229940950870514,-0.023577632382512,0.863843023777008,0.130206495523453,-0.141229569911957,0.823165535926819,0.344545394182205,-0.163293689489365,0.781942486763001,0.417823255062103,-0.144804105162621,0.859043419361115,0.275318026542664,-0.025499587878585,0.933788776397705,0.211851641535759,-0.148569762706757,0.877228736877441,0.403410017490387,-0.133009135723114,0.827444314956665,0.451707780361176,-0.086962029337883,0.925679445266724,0.333968818187714,-0.034055415540934,0.969256043434143,0.297007888555527,-0.113347426056862,0.925570785999298,0.435787230730057,-0.100534282624722,0.877905011177063,0.471714466810226,-0.067948654294014,A
0.412848144769669,0.669324100017548,-1.52234497363679E-06,0.321081280708313,0.543548405170441,0.0153912845999,0.29656994342804,0.395885556936264,0.014122712425888,0.30493438243866,0.281163245439529,-0.003203499829397,0.322391092777252,0.176521956920624,-0.013721186667681,0.414953947067261,0.22287954390049,0.059905886650086,0.33675554394722,0.106671765446663,-0.008586579933763,0.295257151126862,0.223882958292961,-0.045306045562029,0.310611099004745,0.31774976849556,-0.056612197309733,0.460365116596222,0.226198568940163,0.024114130064845,0.341525763273239,0.101719170808792,-0.053989127278328,0.307145476341248,0.252868145704269,-0.070123642683029,0.345090627670288,0.344604760408401,-0.055663641542196,0.506914615631104,0.244135707616806,-0.022432006895542,0.370450049638748,0.150793477892876,-0.098647058010101,0.3492192029953,0.313781321048737,-0.080509841442108,0.397699058055878,0.396092563867569,-0.043446704745293,0.54925662279129,0.285617619752884,-0.069188766181469,0.416263818740845,0.222138717770576,-0.114788144826889,0.394197374582291,0.335380971431732,-0.098536819219589,0.434681087732315,0.403636515140534,-0.069491505622864,A
0.588830471038818,0.927627682685852,-1.9950082332798E-06,0.420025289058685,0.888919413089752,-0.082986533641815,0.262959182262421,0.635210275650024,-0.108994856476784,0.199525386095047,0.404848635196686,-0.131981357932091,0.176539689302444,0.218780905008316,-0.134426549077034,0.310371428728104,0.345810413360596,-0.015912452712655,0.278744459152222,0.204294770956039,-0.131968677043915,0.321698188781738,0.424825727939606,-0.182435318827629,0.366433560848236,0.582461297512054,-0.193263605237007,0.43231800198555,0.324061691761017,-0.019278256222606,0.388797104358673,0.190911918878555,-0.136978521943092,0.42312702536583,0.472618728876114,-0.145173698663712,0.466228663921356,0.584392786026001,-0.113586999475956,0.555706143379211,0.349971145391464,-0.046819198876619,0.526466250419617,0.225532785058022,-0.173117369413376,0.532805442810059,0.507772743701935,-0.13088846206665,0.550571620464325,0.617745816707611,-0.06330718100071,0.681669414043427,0.402895003557205,-0.0817014798522,0.66073739528656,0.339740812778473,-0.167585074901581,0.634842693805695,0.540582418441772,-0.139898672699928,0.623363614082336,0.629009366035461,-0.092470228672028,A
0.609448075294495,0.866298079490662,-1.86566330739879E-06,0.454639613628387,0.741611242294312,-0.064461402595043,0.354557514190674,0.441804468631744,-0.080817304551601,0.351121664047241,0.20479229092598,-0.101020164787769,0.380276620388031,0.039864867925644,-0.104036204516888,0.437820434570313,0.222277298569679,0.010976030491293,0.418683499097824,0.043328136205673,-0.091434493660927,0.425024002790451,0.264608442783356,-0.144683882594109,0.446102380752564,0.405050039291382,-0.162470281124115,0.556284725666046,0.241162598133087,-0.000145082361996,0.529300570487976,0.050070345401764,-0.11324992030859,0.520548641681671,0.318394422531128,-0.133509024977684,0.54241281747818,0.448184370994568,-0.111450724303722,0.669551253318787,0.300834715366363,-0.032096512615681,0.661620438098908,0.108537048101425,-0.146853134036064,0.627763152122498,0.3760926425457,-0.108351364731789,0.624157845973969,0.513157606124878,-0.045425444841385,0.775809466838837,0.389152973890305,-0.070955194532871,0.767887234687805,0.263857781887054,-0.143096342682838,0.715417385101318,0.436849057674408,-0.110761560499668,0.695947170257568,0.533090233802795,-0.063365913927555,A
0.581836938858032,0.86218923330307,-1.83092129191209E-06,0.440746545791626,0.796266198158264,-0.073281712830067,0.308413505554199,0.568046987056732,-0.103921338915825,0.261964440345764,0.3686363697052,-0.131835907697678,0.286404579877853,0.216739416122436,-0.140138998627663,0.401809006929398,0.312405288219452,-0.030323535203934,0.349405318498611,0.19587653875351,-0.133651986718178,0.362402319908142,0.397830814123154,-0.174859315156937,0.395763158798218,0.501138985157013,-0.185478836297989,0.505400121212006,0.324365973472595,-0.03440172970295,0.442178070545197,0.233185201883316,-0.14444687962532,0.443956941366196,0.474815517663956,-0.146239265799522,0.482034206390381,0.537211358547211,-0.116822354495525,0.603840291500092,0.36953929066658,-0.05925627052784,0.550186574459076,0.301653444766998,-0.174146100878716,0.533186137676239,0.540536224842072,-0.127646148204803,0.555579423904419,0.599534392356873,-0.063420236110687,0.698766231536865,0.430947005748749,-0.091188058257103,0.648821532726288,0.390747457742691,-0.158172622323036,0.611831784248352,0.557783722877502,-0.124925576150417,0.614314913749695,0.607459962368012,-0.079926274716854,A
0.6099653840065,0.833065092563629,-1.42701787808619E-06,0.483539253473282,0.791029751300812,-0.080067902803421,0.349500119686127,0.633363842964172,-0.115618318319321,0.265134453773499,0.525887727737427,-0.144024521112442,0.277529239654541,0.432312488555908,-0.152685031294823,0.402243852615356,0.320761829614639,-0.050342306494713,0.327249050140381,0.281474113464356,-0.147373199462891,0.362838745117187,0.474420934915543,-0.18876576423645,0.398980379104614,0.532003164291382,-0.207095935940742,0.517935216426849,0.288995087146759,-0.048440862447023,0.4341801404953,0.304823130369186,-0.151204347610474,0.456079423427582,0.528631687164307,-0.157805278897285,0.495609790086746,0.541206300258637,-0.138497933745384,0.628281176090241,0.318569511175156,-0.065336883068085,0.55855119228363,0.38775709271431,-0.164322048425674,0.555672168731689,0.590674877166748,-0.127811416983604,0.583050668239594,0.58404004573822,-0.080117724835873,0.726836442947388,0.374354660511017,-0.091498240828514,0.670831978321075,0.462458848953247,-0.150049492716789,0.639885246753693,0.605142116546631,-0.131316915154457,0.644663512706757,0.603611886501312,-0.102769166231155,A
0.680079221725464,0.742128193378449,-1.31284707549639E-06,0.556565821170807,0.742109417915344,-0.117726393043995,0.456599473953247,0.509896159172058,-0.153629168868065,0.462844371795654,0.281384229660034,-0.174520447850227,0.474314868450165,0.120140641927719,-0.174696117639542,0.51976352930069,0.234952732920647,-0.050115708261728,0.585740566253662,0.140937298536301,-0.164340376853943,0.584386885166168,0.326497167348862,-0.214326396584511,0.571829736232758,0.426434934139252,-0.229834765195847,0.622288465499878,0.245533466339111,-0.030000826343894,0.698006510734558,0.15744449198246,-0.165521502494812,0.66915363073349,0.393856048583984,-0.191072627902031,0.632936418056488,0.457174956798554,-0.172977715730667,0.709203064441681,0.284999549388885,-0.033983331173658,0.778075277805328,0.237424358725548,-0.173650801181793,0.732059836387634,0.448742061853409,-0.156466469168663,0.684665679931641,0.485933244228363,-0.10827261954546,0.790740013122559,0.336981743574142,-0.04615779966116,0.826808035373688,0.315641164779663,-0.138705283403397,0.791930496692658,0.473913669586182,-0.12849172949791,0.746095180511475,0.503657877445221,-0.096461102366448,A
